CVE,Vendor,Product,Name,Added,Description,Action,Due,RansomwareCampaign,Notes,CVSS2,CVSS3x,EPSS,Percentile,KEVPercentile
CVE-2020-14883,Oracle,WebLogic Server,Oracle WebLogic Server Unspecified Vulnerability,11/3/2021,"Oracle WebLogic Server contains an unspecified vulnerability in the Console component with high impacts to confidentilaity, integrity, and availability.",Apply updates per vendor instructions.,5/3/2022,Unknown,,9,7.2,0.97297,0.99851,1.00000
CVE-2020-8644,PlaySMS,PlaySMS,PlaySMS Server-Side Template Injection Vulnerability,11/3/2021,PlaySMS contains a server-side template injection vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,5/3/2022,Unknown,,7.5,9.8,0.96028,0.99360,1.00000
CVE-2019-18935,Progress,Telerik UI for ASP.NET AJAX,Progress Telerik UI for ASP.NET AJAX Deserialization of Untrusted Data Vulnerability,11/3/2021,Progress Telerik UI for ASP.NET AJAX contains a deserialization of untrusted data vulnerability through RadAsyncUpload which leads to code execution on the server in the context of the w3wp.exe process.,Apply updates per vendor instructions.,5/3/2022,Known,,7.5,9.8,0.94618,0.99073,1.00000
CVE-2021-22893,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Use-After-Free Vulnerability,11/3/2021,"Ivanti Pulse Connect Secure contains a use-after-free vulnerability that allow a remote, unauthenticated attacker to execute code via license services.",Apply updates per vendor instructions.,4/23/2021,Known,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,7.5,10,0.96745,0.99594,1.00000
CVE-2020-8243,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Code Execution Vulnerability,11/3/2021,Ivanti Pulse Connect Secure contains an unspecified vulnerability in the admin web interface that could allow an authenticated attacker to upload a custom template to perform code execution.,Apply updates per vendor instructions.,4/23/2021,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,6.5,7.2,0.00487,0.73501,0.57305
CVE-2021-22900,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Unrestricted File Upload Vulnerability,11/3/2021,Ivanti Pulse Connect Secure contains an unrestricted file upload vulnerability that allows an authenticated administrator to perform a file write via a maliciously crafted archive upload in the administrator web interface.,Apply updates per vendor instructions.,4/23/2021,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,6.5,7.2,0.00514,0.74180,0.57335
CVE-2021-22894,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Collaboration Suite Buffer Overflow Vulnerability,11/3/2021,Ivanti Pulse Connect Secure Collaboration Suite contains a buffer overflow vulnerabilities that allows a remote authenticated users to execute code as the root user via maliciously crafted meeting room.,Apply updates per vendor instructions.,4/23/2021,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,9,8.8,0.00562,0.75312,0.57481
CVE-2020-8260,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Code Execution Vulnerability,11/3/2021,Pulse Connect Secure contains an unspecified vulnerability that allows an authenticated attacker to perform code execution using uncontrolled gzip extraction.,Apply updates per vendor instructions.,4/23/2021,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,6.5,7.2,0.02534,0.89106,0.61117
CVE-2021-22899,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Command Injection Vulnerability,11/3/2021,Ivanti Pulse Connect Secure contains a command injection vulnerability that allows remote authenticated users to perform remote code execution via Windows File Resource Profiles.,Apply updates per vendor instructions.,4/23/2021,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,6.5,8.8,0.00287,0.65599,0.56114
CVE-2019-11510,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Arbitrary File Read Vulnerability,11/3/2021,Ivanti Pulse Connect Secure contains an arbitrary file read vulnerability that allows an unauthenticated remote attacker with network access via HTTPS to send a specially crafted URI.,Apply updates per vendor instructions.,4/23/2021,Known,Reference CISA's ED 21-03 (https://www.cisa.gov/emergency-directive-21-03) for further guidance and requirements.,7.5,10,0.97284,0.99840,1.00000
CVE-2019-11539,Ivanti,Pulse Connect Secure and Pulse Policy Secure,Ivanti Pulse Connect Secure and Policy Secure Command Injection Vulnerability,11/3/2021,Ivanti Pulse Connect Secure and Policy Secure allows an authenticated attacker from the admin web interface to inject and execute commands.,Apply updates per vendor instructions.,5/3/2022,Known,,6.5,7.2,0.97275,0.99833,1.00000
CVE-2021-1906,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Detection of Error Condition Without Action Vulnerability,11/3/2021,Multiple Qualcomm chipsets contain a detection of error condition without action vulnerability when improper handling of address deregistration on failure can lead to new GPU address allocation failure.,Apply updates per vendor instructions.,11/17/2021,Unknown,,2.1,5.5,0.00200,0.57968,0.54819
CVE-2021-1905,Qualcomm,Multiple Chipsets,Qualcomm Multiple Chipsets Use-After-Free Vulnerability,11/3/2021,Multiple Qualcomm Chipsets contain a use after free vulnerability due to improper handling of memory mapping of multiple processes simultaneously.,Apply updates per vendor instructions.,5/3/2022,Unknown,,7.2,7.8,0.00078,0.32146,0.50931
CVE-2020-10221,rConfig,rConfig,rConfig OS Command Injection Vulnerability,11/3/2021,rConfig lib/ajaxHandlers/ajaxAddTemplate.php contains an OS command injection vulnerability that allows remote attackers to execute OS commands via shell metacharacters in the fileName POST parameter.,Apply updates per vendor instructions.,5/3/2022,Unknown,,9,8.8,0.96632,0.99553,1.00000
CVE-2021-35395,Realtek,AP-Router SDK,Realtek AP-Router SDK Buffer Overflow Vulnerability,11/3/2021,Realtek AP-Router SDK HTTP web server �boa� contains a buffer overflow vulnerability due to unsafe copies of some overly long parameters submitted in the form that lead to denial-of-service (DoS).,Apply updates per vendor instructions.,11/17/2021,Unknown,,10,9.8,0.97119,0.99746,1.00000
CVE-2017-16651,Roundcube,Roundcube Webmail,Roundcube Webmail File Disclosure Vulnerability,11/3/2021,"Roundcube Webmail contains a file disclosure vulnerability caused by insufficient input validation in conjunction with file-based attachment plugins, which are used by default.",Apply updates per vendor instructions.,5/3/2022,Unknown,,4.6,7.8,0.01484,0.85454,0.59221
CVE-2020-11652,SaltStack,Salt,SaltStack Salt Path Traversal Vulnerability,11/3/2021,SaltStack Salt contains a path traversal vulnerability in the salt-master process ClearFuncs which allows directory access to authenticated users. Salt users who follow fundamental internet security guidelines and best practices are not affected by this vulnerability.,Apply updates per vendor instructions.,5/3/2022,Unknown,,4,6.5,0.97353,0.99884,1.00000
CVE-2020-11651,SaltStack,Salt,SaltStack Salt Authentication Bypass Vulnerability,11/3/2021,"SaltStack Salt contains an authentication bypass vulnerability in the salt-master process ClearFuncs due to improperly validating method calls. The vulnerability allows a remote user to access some methods without authentication, which can be used to retrieve user tokens from the salt master and/or run commands on salt minions. Salt users who follow fundamental internet security guidelines and best practices are not affected by this vulnerability.",Apply updates per vendor instructions.,5/3/2022,Unknown,,7.5,9.8,0.97493,0.99973,1.00000
CVE-2020-16846,SaltStack,Salt,SaltStack Salt Shell Injection Vulnerability,11/3/2021,SaltStack Salt allows an unauthenticated user with network access to the Salt API to use shell injections to run code on the Salt API using the SSH client. This vulnerability affects any users running the Salt API.,Apply updates per vendor instructions.,5/3/2022,Unknown,,7.5,9.8,0.97467,0.99958,1.00000
CVE-2018-2380,SAP,Customer Relationship Management (CRM),SAP Customer Relationship Management (CRM) Path Traversal Vulnerability,11/3/2021,SAP Customer Relationship Management (CRM) contains a path traversal vulnerability that allows an attacker to exploit insufficient validation of path information provided by users.,Apply updates per vendor instructions.,5/3/2022,Known,,6.5,6.6,0.02790,0.89596,0.61578
CVE-2010-5326,SAP,NetWeaver,SAP NetWeaver Remote Code Execution Vulnerability,11/3/2021,"SAP NetWeaver Application Server Java Platforms Invoker Servlet does not require authentication, allowing for remote code execution via a HTTP or HTTPS request.",Apply updates per vendor instructions.,5/3/2022,Unknown,,10,10,0.13576,0.95092,0.67104
CVE-2016-9563,SAP,NetWeaver,SAP NetWeaver XML External Entity (XXE) Vulnerability,11/3/2021,"SAP NetWeaver Application Server Java Platforms contains an unspecified vulnerability in BC-BMT-BPM-DSK which allows remote, authenticated users to conduct XML External Entity (XXE) attacks.",Apply updates per vendor instructions.,5/3/2022,Unknown,,4,6.5,0.90348,0.98571,1.00000
CVE-2020-6287,SAP,NetWeaver,SAP NetWeaver Missing Authentication for Critical Function Vulnerability,11/3/2021,SAP NetWeaver Application Server Java Platforms contains a missing authentication for critical function vulnerability allowing unauthenticated access to execute configuration tasks and create administrative users.,Apply updates per vendor instructions.,5/3/2022,Unknown,,10,10,0.97274,0.99831,1.00000
CVE-2020-6207,SAP,Solution Manager,SAP Solution Manager Missing Authentication for Critical Function Vulnerability,11/3/2021,SAP Solution Manager User Experience Monitoring contains a missing authentication for critical function vulnerability which results in complete compromise of all SMDAgents connected to the Solution Manager.,Apply updates per vendor instructions.,5/3/2022,Unknown,,10,9.8,0.97437,0.99941,1.00000
CVE-2016-3976,SAP,NetWeaver,SAP NetWeaver Directory Traversal Vulnerability,11/3/2021,SAP NetWeaver Application Server Java Platforms contains a directory traversal vulnerability via a ..\ (dot dot backslash) in the fileName parameter to CrashFileDownloadServlet. This allows remote attackers to read files.,Apply updates per vendor instructions.,5/3/2022,Unknown,,5,7.5,0.97443,0.99946,1.00000
CVE-2019-16256,SIMalliance,Toolbox Browser,SIMalliance Toolbox Browser Command Injection Vulnerability,11/3/2021,SIMalliance Toolbox Browser contains an command injection vulnerability that could allow remote attackers to retrieve location and IMEI information or execute a range of other attacks by modifying the attack message.,Apply updates per vendor instructions.,5/3/2022,Unknown,,7.5,9.8,0.04417,0.91576,0.62488
CVE-2020-10148,SolarWinds,Orion,SolarWinds Orion Authentication Bypass Vulnerability,11/3/2021,SolarWinds Orion API contains an authentication bypass vulnerability that could allow a remote attacker to execute API commands.,Apply updates per vendor instructions.,5/3/2022,Unknown,,7.5,9.8,0.97324,0.99866,1.00000
CVE-2021-35211,SolarWinds,Serv-U,SolarWinds Serv-U Remote Code Execution Vulnerability,11/3/2021,SolarWinds Serv-U contains an unspecified memory escape vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,11/17/2021,Known,,10,10,0.27637,0.96378,0.71748
CVE-2016-3643,SolarWinds,Virtualization Manager,SolarWinds Virtualization Manager Privilege Escalation Vulnerability,11/3/2021,SolarWinds Virtualization Manager allows for privilege escalation through leveraging a misconfiguration of sudo.,Apply updates per vendor instructions.,5/3/2022,Unknown,,7.2,7.8,0.00123,0.46593,0.53288
CVE-2020-10199,Sonatype,Nexus Repository,Sonatype Nexus Repository Remote Code Execution Vulnerability,11/3/2021,Sonatype Nexus Repository contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,5/3/2022,Unknown,,9,8.8,0.97392,0.99909,1.00000
CVE-2021-20021,SonicWall,SonicWall Email Security,SonicWall Email Security Improper Privilege Management Vulnerability,11/3/2021,SonicWall Email Security contains an improper privilege management vulnerability that allows an attacker to create an administrative account by sending a crafted HTTP request to the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20022 and CVE-2021-20023 to achieve privilege escalation.,Apply updates per vendor instructions.,11/17/2021,Known,,7.5,9.8,0.00890,0.80852,0.58347
